key,F001,F010_str,F245,normalized_title,normalized_edition,normalized_pub,source,match_key,F007_str,F020_str,F250_str,F260_str,id_list_str,key_array_str,F007_code,F007_desc,borrowdir_id
9781598536591 hardcover,9977900346603681,2019946511,"Anti-intellectualism in American life : The paranoid style in American politics : Uncollected essays, 1956-1965 / Richard Hofstadter ; Sean Wilentz, editor.",antiintellectualism in american life the paranoid style in american politics uncollected essays 19561965 richard hofstadter sean wilentz editor,,,penn,antiintellectualism in american life the paranoid style in american politics uncollected essays 19561965 richard hofstadter sean wilentz editor,ta,9781598536591 hardcover; 1598536591 hardcover,,,2019946511; 9781598536591 hardcover; 1598536591 hardcover,2019946511; 9781598536591 hardcover; 1598536591 hardcover,t,Text,[]
6077527785,9962246863503681,,Antologia del ensayo literario Veracruzano 1950-2010 / selección y prólogo Julián Osorno y Rodolfo Mendoza.,antologia del ensayo literario veracruzano 1950-2010 / selección y prólogo julián osorno y rodolfo mendoza.,primera edición.,,penn,antologia del ensayo literario veracruzano 1950-2010 / selección y prólogo julián osorno y rodolfo mendoza._primera edición.,tu,9786077527787; 6077527785,Primera edición.,,9786077527787; 6077527785,9786077527787; 6077527785,t,Text,['2c57d9ad-c35b-41e6-b62e-e12ac4cc37c9']
2013319079,9963859513503681,2013319079,"Atan Buragohain and his times : a history of Assam, from the invasion of Nawab Mir Jumla in 1662-63, to the termination of Assam-Mogul conflicts in 1682, compiled chiefly from indigenous Assamese sources / Surya Kumar Bhuyan.",atan buragohain and his times a history of assam from the invasion of nawab mir jumla in 166263 to the termination of assammogul conflicts in 1682 compiled chiefly from indigenous assamese sources surya kumar bhuyan,first edition,,penn,atan buragohain and his times a history of assam from the invasion of nawab mir jumla in 166263 to the termination of assammogul conflicts in 1682 compiled chiefly from indigenous assamese sources surya kumar bhuyan_first edition,ta,,First edition.,,2013319079,2013319079,t,Text,[]
0701113286,9978052496003681,72459561,"Bardic heritage; a selection of Welsh poetry in free English translation, with textual notes and brief accounts of some of that country's more famous bards.",bardic heritage a selection of welsh poetry in free english translation with textual notes and brief accounts of some of that countrys more famous bards,,,penn,bardic heritage a selection of welsh poetry in free english translation with textual notes and brief accounts of some of that countrys more famous bards,ta,0701113286; 9780701113285; 0901113286,,,72459561; 0701113286; 9780701113285; 0901113286,72459561; 0701113286; 9780701113285; 0901113286,t,Text,"['8aa8c0ad-31d8-4cc7-afda-5bc7d4bbb5c0', '40902f8f-13ec-4207-8a3e-4815c3db80c9']"
9788190575270 paperback,9957813693503681,,"Big dams and Assam / editors, Mrinal Talukdar, Kishor Kumar Kalita.","big dams and assam / editors, mrinal talukdar, kishor kumar kalita.",,,penn,"big dams and assam / editors, mrinal talukdar, kishor kumar kalita.",ta,9788190575270 paperback; 8190575279 paperback,,,9788190575270 paperback; 8190575279 paperback,9788190575270 paperback; 8190575279 paperback,t,Text,['e1d567b1-ff1a-47e2-b138-d622dc1d9bde']
9780231121675 (paperback ; alkaline paper),9930623823503681,00052361,Chikamatsu : 5 late plays / translated and annotated by C. Andrew Gerstle.,chikamatsu 5 late plays translated and annotated by c andrew gerstle,,,penn,chikamatsu 5 late plays translated and annotated by c andrew gerstle,t|,0231121660 (cloth ; alkaline paper); 9780231121668 (cloth ; alkaline paper); 0231121679 (paperback ; alkaline paper); 9780231121675 (paperback ; alkaline paper),,,00052361; 0231121660 (cloth ; alkaline paper); 9780231121668 (cloth ; alkaline paper); 0231121679 (paperback ; alkaline paper); 9780231121675 (paperback ; alkaline paper),00052361; 0231121660 (cloth ; alkaline paper); 9780231121668 (cloth ; alkaline paper); 0231121679 (paperback ; alkaline paper); 9780231121675 (paperback ; alkaline paper),t,Text,"['92b38bc7-ac86-41b0-ac8b-69227e9bfbcb', '071f7934-f1db-471d-9393-568798782882', 'f7000cdf-659e-4a65-9daa-84312062b706']"
0954385543 set,9936108653503681,,"Corpas na Gaeilge, 1600-1882 = The Irish language corpus.",corpas na gaeilge 16001882 the irish language corpus,,,penn,corpas na gaeilge 16001882 the irish language corpus,ta; co cg ---uuuuu,0954385543 set,,,0954385543 set,0954385543 set,t,Text,[]
9782363390622,9969501343503681,2015526155,"De quelques amoureux des livres : que la littérature fascinait, qui aspiraient à devenir écrivain mais en furent empêchés par diverses raisons qui tenaient aux circonstances, au siècle de leur naissance, à leur caractère, faiblesse, orgueil, lâcheté, mollesse, bravoure, ou bien encore au hasard qui de la vie fait son jouet et entre les mains duquel nous ne sommes que de menues créatures, vulnérables et chagrines / Philippe Claudel.","de quelques amoureux des livres : que la littérature fascinait, qui aspiraient à devenir écrivain mais en furent empêchés par diverses raisons qui tenaient aux circonstances, au siècle de leur naissance, à leur caractère, faiblesse, orgueil, lâcheté, mollesse, bravoure, ou bien encore au hasard qui de la vie fait son jouet et entre les mains duquel nous ne sommes que de menues créatures, vulnérables et chagrines / philippe claudel.",,,penn,"de quelques amoureux des livres : que la littérature fascinait, qui aspiraient à devenir écrivain mais en furent empêchés par diverses raisons qui tenaient aux circonstances, au siècle de leur naissance, à leur caractère, faiblesse, orgueil, lâcheté, mollesse, bravoure, ou bien encore au hasard qui de la vie fait son jouet et entre les mains duquel nous ne sommes que de menues créatures, vulnérables et chagrines / philippe claudel.",ta,9782363390622; 2363390628,,,2015526155; 9782363390622; 2363390628,2015526155; 9782363390622; 2363390628,t,Text,['9e4427ce-67d6-4e04-ba5a-1cb22fd6ca74']
delayed gratification,9978064307103681,,Delayed gratification.,delayed gratification,,,penn,delayed gratification,ta,,,,,delayed gratification,t,Text,"['1d213bab-c6a6-467b-b467-961732646c50', '97db69b2-326b-4be7-a369-06b905157199', '942b78eb-822f-46df-847d-4f4dc2fcc109', '8ece9cfd-2c32-4d0f-bb39-6762687b412f', '6cefed44-3682-46b4-8baa-3849a4bc86d8', 'd9b4b8ed-c89e-42b5-ba3b-ae125dd9d0ef', '5ae54818-7059-4508-ac6e-ab123d8a51f4', 'a60fc83c-3a84-42b7-b87f-3fe088a14da2', '077ac5e4-9189-46c2-9a73-799e9e56439f', '478c8119-a2fd-4b06-8ec8-27cea12734b1', '203736d3-548e-4c9c-8987-a79462c026c8', 'b288409f-cb25-4f1e-8ac7-dcbbf7547d22', '7570a34e-f771-41f6-88f1-f61f20a36f48', '37bef133-c8cc-4997-ab3d-97b6d6dfe7a1', '4ad6320e-8ce3-494c-ba28-7c17de30cfff', 'b1c1d2fe-1bfe-48ae-9532-a4b03458dc22', '3879bde3-fd09-4b4c-a392-4ba7f93fbde7', 'a4be2eff-af6f-4625-9d6d-fd9c38a8e458', '27ef920b-de57-4cbd-a917-33e05f506b86', '23f4eb4e-9b46-4947-b5a0-85b87085979d']"
8189131656,9958171623503681,,Evolution of Telugu films : a historical perspective / Desiraju Lakshmi Narasimha Rao.,evolution of telugu films a historical perspective desiraju lakshmi narasimha rao,first edition,,penn,evolution of telugu films a historical perspective desiraju lakshmi narasimha rao_first edition,ta,9788189131654; 8189131656,First edition.,,9788189131654; 8189131656,9788189131654; 8189131656,t,Text,['2db551dc-4fbd-4a99-a0a6-933c07d4bc96']
2013334406,9977538842803681,2013334406,Ghadar movement to Bhagat Singh : a collection of essays / Harish K. Puri.,ghadar movement to bhagat singh a collection of essays harish k puri,,,penn,ghadar movement to bhagat singh a collection of essays harish k puri,ta,9789382246336; 9382246339,,,2013334406; 9789382246336; 9382246339,2013334406; 9789382246336; 9382246339,t,Text,['7a507db4-729e-4106-af9c-624dfadf7a31']
2013410414,9978025465703681,2013410414,"Indian landscapes : the changing horizon / project editor, Kishore Singh.",indian landscapes the changing horizon project editor kishore singh,,,penn,indian landscapes the changing horizon project editor kishore singh,ta,9789381217283; 9381217289,,,2013410414; 9789381217283; 9381217289,2013410414; 9789381217283; 9381217289,t,Text,['961a7b24-7bad-4179-8708-7e02262d03fe']
2017328531,9977494849203681,2017328531,"Svayaṃ-sahāyatā samūha upāgama aura nirdhanatā nivāraṇa = Self-help group approach and poverty alleviation / Upendra Cauhāna ; prākkathana, Anila Kumāra Ṭhākura.","svayaṃ-sahāyatā samūha upāgama aura nirdhanatā nivāraṇa = self-help group approach and poverty alleviation / upendra cauhāna ; prākkathana, anila kumāra ṭhākura.",,,penn,"svayaṃ-sahāyatā samūha upāgama aura nirdhanatā nivāraṇa = self-help group approach and poverty alleviation / upendra cauhāna ; prākkathana, anila kumāra ṭhākura.",ta,9788184843514; 8184843518,,,2017328531; 9788184843514; 8184843518,2017328531; 9788184843514; 8184843518,t,Text,['2764ce88-c641-4e26-84bc-cc61dafc1dc5']
9780307455871,9977416499903681,2006028967,The audacity of hope : thoughts on reclaiming the American dream / Barack Obama.,the audacity of hope thoughts on reclaiming the american dream barack obama,first edition,,penn,the audacity of hope thoughts on reclaiming the american dream barack obama_first edition,ta,0307237699; 9780307237699; 9780307237705; 0307237702; 9780307455871; 0307455874,First edition.,,2006028967; 0307237699; 9780307237699; 9780307237705; 0307237702; 9780307455871; 0307455874,2006028967; 0307237699; 9780307237699; 9780307237705; 0307237702; 9780307455871; 0307455874,t,Text,"['87892aa7-78a2-4132-b1bf-9ee2553fbbcc', 'f18bd942-5d14-418f-af42-38977e707479']"
0062686593 (paperback),9977632609803681,,The chocolate maker's wife / Karen Brooks.,the chocolate makers wife karen brooks,first us edition,,penn,the chocolate makers wife karen brooks_first us edition,ta,9780062686596; 0062686593 (paperback),First U.S. edition.,,9780062686596; 0062686593 (paperback),9780062686596; 0062686593 (paperback),t,Text,['384f56f4-8a4d-49a0-bb9a-eba2765d4742']
0198092148,9962042963503681,2013413524,"The 'incumberances' : British women in India, 1615-1856 / Joan Mickelson Gaughan.",the incumberances british women in india 16151856 joan mickelson gaughan,first edition,,penn,the incumberances british women in india 16151856 joan mickelson gaughan_first edition,ta,9780198092148; 0198092148,First edition.,,2013413524; 9780198092148; 0198092148,2013413524; 9780198092148; 0198092148,t,Text,[]
9782503569031 (hardcover),9978097958803681,,"The medieval Dominicans : books, buildings, music, and liturgy / edited by Eleanor J. Giraud and Christian T. Leitmeir.",the medieval dominicans books buildings music and liturgy edited by eleanor j giraud and christian t leitmeir,,,penn,the medieval dominicans books buildings music and liturgy edited by eleanor j giraud and christian t leitmeir,ta,9782503569031 (hardcover); 250356903X (hardcover); 9782503569048 (electronic book),,,9782503569031 (hardcover); 250356903X (hardcover); 9782503569048 (electronic book),9782503569031 (hardcover); 250356903X (hardcover); 9782503569048 (electronic book),t,Text,['cbe3caa2-3902-45d6-b51d-d26d0f6ef44e']
9789382536000 paperback,9959166933503681,,Three rivers of tears / a novel by Lopa.,three rivers of tears a novel by lopa,,,penn,three rivers of tears a novel by lopa,ta,9789382536000 paperback; 9382536000 paperback,,,9789382536000 paperback; 9382536000 paperback,9789382536000 paperback; 9382536000 paperback,t,Text,['fe532a99-122d-4700-a1bc-188306157996']
9789791187749,9977416044603681,,880-01 100 gae Hanja ro ingneun Jungguk munhwa.,880-01 100 gae hanja ro ingneun jungguk munhwa.,,,penn,880-01 100 gae hanja ro ingneun jungguk munhwa.,ta,9791187746034; 9789791187749; 9791187746,,,9791187746034; 9789791187749; 9791187746,9791187746034; 9789791187749; 9791187746,t,Text,['7df30018-7ce3-4625-a77c-30dd188c101f']
8126440260 (paperback),9962637073503681,,880-01 Akhilēśint̲e nōvellakaḷ / Akhilēś.,880-01 akhilēśint̲e nōvellakaḷ / akhilēś.,,,penn,880-01 akhilēśint̲e nōvellakaḷ / akhilēś.,ta,8126440260 (paperback); 9788126440269 (paperback),,,8126440260 (paperback); 9788126440269 (paperback),8126440260 (paperback); 9788126440269 (paperback),t,Text,['26723987-5b47-40a4-8314-1899742997e4']
9789380169590,9977600311503681,,"880-01 Indrā Svapna kī pratinidhi kahāniyāṃ / sampādaka, Madhukānta.","880-01 indrā svapna kī pratinidhi kahāniyāṃ / sampādaka, madhukānta.",880-02 1. saṃskaraṇa.,,penn,"880-01 indrā svapna kī pratinidhi kahāniyāṃ / sampādaka, madhukānta._880-02 1. saṃskaraṇa.",ta,9789380169590,880-02 1. saṃskaraṇa.,,9789380169590,9789380169590,t,Text,['14d4865c-17cc-47bf-8947-7cb99a41eef6']
8990062799,9978106023703681,,880-01 Kanek'o Humik'o.,880-01 kanek'o humik'o.,,,penn,880-01 kanek'o humik'o.,ta,9788990062796; 8990062799,,,9788990062796; 8990062799,9788990062796; 8990062799,t,Text,"['fb2e3152-7bb8-4f09-9eed-cf22ad39604b', 'e8f8ff46-92d8-4d2e-983e-95acef8cd510', '2fbe27db-449c-4c0f-9450-e0795abaf714', '43c9c041-806c-4f8e-90ca-c44d39229ca3', '8749b1b3-47a1-44c5-a767-4f729e7979a9', '03285d2b-00e3-4d3e-aa10-4e60fd6f3d87', 'f7029be3-801e-414e-aae2-2f3361686499', '1ddc4653-6763-42c2-9b51-879f1619b7ec']"
9789380868684,9969838453503681,2010329888,"880-01 Kr̥shṇaṃ śaraṇaṃ gacchāmi : Mādhava kshaṇe kshaṇe madhuvanamāṃ / Guṇavanta Śāha ; sampādaka, Manīshā Manīsha.","880-01 kr̥shṇaṃ śaraṇaṃ gacchāmi : mādhava kshaṇe kshaṇe madhuvanamāṃ / guṇavanta śāha ; sampādaka, manīshā manīsha.",,,penn,"880-01 kr̥shṇaṃ śaraṇaṃ gacchāmi : mādhava kshaṇe kshaṇe madhuvanamāṃ / guṇavanta śāha ; sampādaka, manīshā manīsha.",ta,9789380868684,,,2010329888; 9789380868684,2010329888; 9789380868684,t,Text,['79358262-569a-4121-9bbf-75d25890e788']
9788131773307 (paperback),9961600483503681,,"880-01 Mainḍ māpp buk / Ṭōṇi Busān and Bāri Busān ; vivarttanaṃ, Vi. Gīta.","880-01 mainḍ māpp buk / ṭōṇi busān and bāri busān ; vivarttanaṃ, vi. gīta.",,,penn,"880-01 mainḍ māpp buk / ṭōṇi busān and bāri busān ; vivarttanaṃ, vi. gīta.",ta,8131773302 (paperback); 9788131773307 (paperback),,,8131773302 (paperback); 9788131773307 (paperback),8131773302 (paperback); 9788131773307 (paperback),t,Text,['5c421246-950a-4964-9b46-b3dc8aa6929d']
77911947,9957579093503681,77911947,"880-01 Nehataraṅga / Rāvarājā Budhasiṃha Hāḍā kr̥ta ; [sampādaka], Śrīrāmaprasāda Dādhīca.","880-01 nehataraṅga / rāvarājā budhasiṃha hāḍā kr̥ta ; [sampādaka], śrīrāmaprasāda dādhīca.",88002 prathamavrtti,,penn,"880-01 nehataraṅga / rāvarājā budhasiṃha hāḍā kr̥ta ; [sampādaka], śrīrāmaprasāda dādhīca._88002 prathamavrtti",ta,,880-02 Prathamāvr̥tti.,,77911947,77911947,t,Text,[]
9788171305032 (paperback),9962637913503681,,880-01 Ōrmmayuṭe ar̲akaḷ / Vaikkaṃ Muhammad Baṣīr.,880-01 ōrmmayuṭe ar̲akaḷ / vaikkaṃ muhammad baṣīr.,,,penn,880-01 ōrmmayuṭe ar̲akaḷ / vaikkaṃ muhammad baṣīr.,ta,8171305032 (paperback); 9788171305032 (paperback),,,8171305032 (paperback); 9788171305032 (paperback),8171305032 (paperback); 9788171305032 (paperback),t,Text,['1e47c8b8-b9f8-4765-b7c9-3ae2ac9cfb3e']
(hbd.),9977610606403681,,"880-01 Parañcōti Mun̲ivar aruḷic ceyta Tiruviḷaiyāṭar̲purāṇam : Kūṭar̲kāṇṭam : mūlamum uraiyum / Parañcōti Mun̲ivar ; uraiyāciriyar, Nā. Mu. Vēṅkaṭacāmi Nāṭṭār.","880-01 parañcōti mun̲ivar aruḷic ceyta tiruviḷaiyāṭar̲purāṇam : kūṭar̲kāṇṭam : mūlamum uraiyum / parañcōti mun̲ivar ; uraiyāciriyar, nā. mu. vēṅkaṭacāmi nāṭṭār.",880-02 1. patippu.,,penn,"880-01 parañcōti mun̲ivar aruḷic ceyta tiruviḷaiyāṭar̲purāṇam : kūṭar̲kāṇṭam : mūlamum uraiyum / parañcōti mun̲ivar ; uraiyāciriyar, nā. mu. vēṅkaṭacāmi nāṭṭār._880-02 1. patippu.",ta,(hbd.),880-02 1. patippu.,,(hbd.),(hbd.),t,Text,['041353ee-447f-406c-93a8-69b62a1ef210']
9558383554 (paperback),9960703343503681,,"880-01 Purātana Srī Laṅkāve vidyāva hā tākṣaṇaya piḷibhañda granthanāmāvaliya / saṃpādanaya, Pralēkhana Sēvā Aṃśaya, Jātika Pustakāla hā Pralēkhana Madhyasthānaya = Bibliography on science and technology in ancient Sri Lanka / compiled by Documentation Services Division, National Library and Documentation Centre.",88001 puratana sri lankave vidyava ha taksanaya pilibhanda granthanamavaliya sampadanaya pralekhana seva amsaya jatika pustakala ha pralekhana madhyasthanaya bibliography on science and technology in ancient sri lanka compiled by documentation services division national library and documentation centre,,,penn,88001 puratana sri lankave vidyava ha taksanaya pilibhanda granthanamavaliya sampadanaya pralekhana seva amsaya jatika pustakala ha pralekhana madhyasthanaya bibliography on science and technology in ancient sri lanka compiled by documentation services division national library and documentation centre,ta,9789558383551 (paperback); 9558383554 (paperback),,,9789558383551 (paperback); 9558383554 (paperback),9789558383551 (paperback); 9558383554 (paperback),t,Text,[]
9789587816044 (digital),9978103923303681,,Adriático / Gina Saraceni.,adriático / gina saraceni.,primera edición.,,penn,adriático / gina saraceni._primera edición.,ta,9789587816037 (impreso); 958781603X; 9789587816044 (digital); 9587816048,Primera edición.,,9789587816037 (impreso); 958781603X; 9789587816044 (digital); 9587816048,9789587816037 (impreso); 958781603X; 9789587816044 (digital); 9587816048,t,Text,"['ded1be27-6ff7-4cb2-839d-145e1976fede', 'fd11127f-f19e-4fe4-8caf-a3cf0d21b002', 'da7ae4b3-95de-4d52-840e-f021983b31aa']"
